date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:38:28	45562/45562	U--MC-	200	updated ('OK')	text/html	date:Sat,%2022%20Mar%202014%2008:38:23%20GMT	http://redteamux.com/avant/layout-grid.php	C:/Users/Adalberto/Documents/Downloaded%20Sites/Avant%201.2.2/redteamux.com/avant/layout-grid.html	(from http://redteamux.com/avant/index.php)
02:38:28	31759/31759	U--MC-	200	updated ('OK')	text/html	date:Sat,%2022%20Mar%202014%2008:38:24%20GMT	http://redteamux.com/avant/layout-horizontal.php	C:/Users/Adalberto/Documents/Downloaded%20Sites/Avant%201.2.2/redteamux.com/avant/layout-horizontal.html	(from http://redteamux.com/avant/index.php)
02:38:28	31788/31788	U--MC-	200	updated ('OK')	text/html	date:Sat,%2022%20Mar%202014%2008:38:24%20GMT	http://redteamux.com/avant/layout-horizontal2.php	C:/Users/Adalberto/Documents/Downloaded%20Sites/Avant%201.2.2/redteamux.com/avant/layout-horizontal2.html	(from http://redteamux.com/avant/index.php)
02:38:30	42336/42336	U--MC-	200	updated ('OK')	text/html	date:Sat,%2022%20Mar%202014%2008:38:24%20GMT	http://redteamux.com/avant/layout-fixed.php	C:/Users/Adalberto/Documents/Downloaded%20Sites/Avant%201.2.2/redteamux.com/avant/layout-fixed.html	(from http://redteamux.com/avant/index.php)
02:38:34	45740/45740	U--MC-	200	updated ('OK')	text/html	date:Sat,%2022%20Mar%202014%2008:38:28%20GMT	http://redteamux.com/avant/tables-basic.php	C:/Users/Adalberto/Documents/Downloaded%20Sites/Avant%201.2.2/redteamux.com/avant/tables-basic.html	(from http://redteamux.com/avant/index.php)
02:38:35	47150/47150	U--MC-	200	updated ('OK')	text/html	date:Sat,%2022%20Mar%202014%2008:38:28%20GMT	http://redteamux.com/avant/form-layout.php	C:/Users/Adalberto/Documents/Downloaded%20Sites/Avant%201.2.2/redteamux.com/avant/form-layout.html	(from http://redteamux.com/avant/index.php)
02:38:35	37717/37717	U--MC-	200	updated ('OK')	text/html	date:Sat,%2022%20Mar%202014%2008:38:29%20GMT	http://redteamux.com/avant/ui-images.php	C:/Users/Adalberto/Documents/Downloaded%20Sites/Avant%201.2.2/redteamux.com/avant/ui-images.html	(from http://redteamux.com/avant/index.php)
02:38:35	43739/43739	U--MC-	200	updated ('OK')	text/html	date:Sat,%2022%20Mar%202014%2008:38:31%20GMT	http://redteamux.com/avant/ui-modals.php	C:/Users/Adalberto/Documents/Downloaded%20Sites/Avant%201.2.2/redteamux.com/avant/ui-modals.html	(from http://redteamux.com/avant/index.php)
02:38:36	0/-1	---M--	302	error ('')			http://redteamux.com/avant/sidebar-lavender.css	C:/Users/Adalberto/Documents/Downloaded%20Sites/Avant%201.2.2/redteamux.com/avant/sidebar-lavender.9.delayed	(from http://redteamux.com/avant/layout-grid.php)
02:38:36	0/-1	---M--	302	error ('')			http://redteamux.com/avant/sidebar-lavender.css	C:/Users/Adalberto/Documents/Downloaded%20Sites/Avant%201.2.2/redteamux.com/avant/sidebar-lavender.a.delayed	(from http://redteamux.com/avant/layout-horizontal.php)
02:38:38	38676/38676	U--MC-	200	updated ('OK')	text/html	date:Sat,%2022%20Mar%202014%2008:38:35%20GMT	http://redteamux.com/avant/ui-breadcrumbs.php	C:/Users/Adalberto/Documents/Downloaded%20Sites/Avant%201.2.2/redteamux.com/avant/ui-breadcrumbs.html	(from http://redteamux.com/avant/index.php)
02:38:43	38354/38354	U--MC-	200	updated ('OK')	text/html	date:Sat,%2022%20Mar%202014%2008:38:36%20GMT	http://redteamux.com/avant/ui-carousel.php	C:/Users/Adalberto/Documents/Downloaded%20Sites/Avant%201.2.2/redteamux.com/avant/ui-carousel.html	(from http://redteamux.com/avant/index.php)
02:38:43	49521/49521	U--MC-	200	updated ('OK')	text/html	date:Sat,%2022%20Mar%202014%2008:38:36%20GMT	http://redteamux.com/avant/ui-tabs.php	C:/Users/Adalberto/Documents/Downloaded%20Sites/Avant%201.2.2/redteamux.com/avant/ui-tabs.html	(from http://redteamux.com/avant/index.php)
02:38:43	50507/50507	U--MC-	200	updated ('OK')	text/html	date:Sat,%2022%20Mar%202014%2008:38:36%20GMT	http://redteamux.com/avant/ui-sliders.php	C:/Users/Adalberto/Documents/Downloaded%20Sites/Avant%201.2.2/redteamux.com/avant/ui-sliders.html	(from http://redteamux.com/avant/index.php)
02:38:43	0/-1	---M--	302	error ('')			http://redteamux.com/avant/sidebar-lavender.css	C:/Users/Adalberto/Documents/Downloaded%20Sites/Avant%201.2.2/redteamux.com/avant/sidebar-lavender.b.delayed	(from http://redteamux.com/avant/layout-horizontal2.php)
02:38:43	38518/38518	U--MC-	200	updated ('OK')	text/html	date:Sat,%2022%20Mar%202014%2008:38:38%20GMT	http://redteamux.com/avant/ui-wells.php	C:/Users/Adalberto/Documents/Downloaded%20Sites/Avant%201.2.2/redteamux.com/avant/ui-wells.html	(from http://redteamux.com/avant/index.php)
02:38:44	0/-1	---M--	302	error ('')			http://redteamux.com/avant/sidebar-lavender.css	C:/Users/Adalberto/Documents/Downloaded%20Sites/Avant%201.2.2/redteamux.com/avant/sidebar-lavender.c.delayed	(from http://redteamux.com/avant/layout-fixed.php)
02:38:51	42495/42495	U--MC-	200	updated ('OK')	text/html	date:Sat,%2022%20Mar%202014%2008:38:45%20GMT	http://redteamux.com/avant/form-wizard.php	C:/Users/Adalberto/Documents/Downloaded%20Sites/Avant%201.2.2/redteamux.com/avant/form-wizard.html	(from http://redteamux.com/avant/index.php)
02:38:51	0/-1	---M--	302	error ('')			http://redteamux.com/avant/sidebar-lavender.css	C:/Users/Adalberto/Documents/Downloaded%20Sites/Avant%201.2.2/redteamux.com/avant/sidebar-lavender.d.delayed	(from http://redteamux.com/avant/tables-basic.php)
02:38:52	44897/44897	U--MC-	200	updated ('OK')	text/html	date:Sat,%2022%20Mar%202014%2008:38:45%20GMT	http://redteamux.com/avant/form-validation.php	C:/Users/Adalberto/Documents/Downloaded%20Sites/Avant%201.2.2/redteamux.com/avant/form-validation.html	(from http://redteamux.com/avant/index.php)
02:38:52	42601/42601	U--MC-	200	updated ('OK')	text/html	date:Sat,%2022%20Mar%202014%2008:38:45%20GMT	http://redteamux.com/avant/form-masks.php	C:/Users/Adalberto/Documents/Downloaded%20Sites/Avant%201.2.2/redteamux.com/avant/form-masks.html	(from http://redteamux.com/avant/index.php)
02:38:53	0/-1	---M--	302	error ('')			http://redteamux.com/avant/sidebar-lavender.css	C:/Users/Adalberto/Documents/Downloaded%20Sites/Avant%201.2.2/redteamux.com/avant/sidebar-lavender.e.delayed	(from http://redteamux.com/avant/form-layout.php)
02:38:53	82063/82063	U--MC-	200	updated ('OK')	text/html	date:Sat,%2022%20Mar%202014%2008:38:44%20GMT	http://redteamux.com/avant/form-components.php	C:/Users/Adalberto/Documents/Downloaded%20Sites/Avant%201.2.2/redteamux.com/avant/form-components.html	(from http://redteamux.com/avant/index.php)
02:38:54	0/0	---MC-	302	error ('Moved%20Temporarily')	text/html	date:Sat,%2022%20Mar%202014%2008:38:53%20GMT	http://redteamux.com/avant/scaffolding-grids.php	C:/Users/Adalberto/Documents/Downloaded%20Sites/Avant%201.2.2/redteamux.com/avant/scaffolding-grids.php	(from http://redteamux.com/avant/form-layout.php)
02:38:56	37540/37540	U--MC-	200	updated ('OK')	text/html	date:Sat,%2022%20Mar%202014%2008:38:52%20GMT	http://redteamux.com/avant/form-dropzone.php	C:/Users/Adalberto/Documents/Downloaded%20Sites/Avant%201.2.2/redteamux.com/avant/form-dropzone.html	(from http://redteamux.com/avant/index.php)
02:38:58	40158/40158	U--MC-	200	updated ('OK')	text/html	date:Sat,%2022%20Mar%202014%2008:38:52%20GMT	http://redteamux.com/avant/maps-google.php	C:/Users/Adalberto/Documents/Downloaded%20Sites/Avant%201.2.2/redteamux.com/avant/maps-google.html	(from http://redteamux.com/avant/index.php)
02:38:58	39749/39749	U--MC-	200	updated ('OK')	text/html	date:Sat,%2022%20Mar%202014%2008:38:52%20GMT	http://redteamux.com/avant/form-imagecrop.php	C:/Users/Adalberto/Documents/Downloaded%20Sites/Avant%201.2.2/redteamux.com/avant/form-imagecrop.html	(from http://redteamux.com/avant/index.php)
02:38:59	38218/38218	U--MC-	200	updated ('OK')	text/html	date:Sat,%2022%20Mar%202014%2008:38:54%20GMT	http://redteamux.com/avant/maps-vector.php	C:/Users/Adalberto/Documents/Downloaded%20Sites/Avant%201.2.2/redteamux.com/avant/maps-vector.html	(from http://redteamux.com/avant/index.php)
02:38:59	0/-1	---M--	302	error ('')			http://redteamux.com/avant/sidebar-lavender.css	C:/Users/Adalberto/Documents/Downloaded%20Sites/Avant%201.2.2/redteamux.com/avant/sidebar-lavender.10.delayed	(from http://redteamux.com/avant/ui-images.php)
02:39:03	39048/39048	U--MC-	200	updated ('OK')	text/html	date:Sat,%2022%20Mar%202014%2008:38:57%20GMT	http://redteamux.com/avant/charts-svg.php	C:/Users/Adalberto/Documents/Downloaded%20Sites/Avant%201.2.2/redteamux.com/avant/charts-svg.html	(from http://redteamux.com/avant/index.php)
02:39:04	38646/38646	U--MC-	200	updated ('OK')	text/html	date:Sat,%2022%20Mar%202014%2008:38:59%20GMT	http://redteamux.com/avant/calendar.php	C:/Users/Adalberto/Documents/Downloaded%20Sites/Avant%201.2.2/redteamux.com/avant/calendar.html	(from http://redteamux.com/avant/index.php)
02:39:05	0/-1	---M--	302	error ('')			http://redteamux.com/avant/sidebar-lavender.css	C:/Users/Adalberto/Documents/Downloaded%20Sites/Avant%201.2.2/redteamux.com/avant/sidebar-lavender.11.delayed	(from http://redteamux.com/avant/ui-modals.php)
02:39:05	46110/46110	U--MC-	200	updated ('OK')	text/html	date:Sat,%2022%20Mar%202014%2008:38:59%20GMT	http://redteamux.com/avant/gallery.php	C:/Users/Adalberto/Documents/Downloaded%20Sites/Avant%201.2.2/redteamux.com/avant/gallery.html	(from http://redteamux.com/avant/index.php)
02:39:09	46662/46662	U--MC-	200	updated ('OK')	text/html	date:Sat,%2022%20Mar%202014%2008:39:03%20GMT	http://redteamux.com/avant/extras-profile.php	C:/Users/Adalberto/Documents/Downloaded%20Sites/Avant%201.2.2/redteamux.com/avant/extras-profile.html	(from http://redteamux.com/avant/index.php)
02:39:09	75477/75477	U--MC-	200	updated ('OK')	text/html	date:Sat,%2022%20Mar%202014%2008:39:00%20GMT	http://redteamux.com/avant/icons-glyphicons.php	C:/Users/Adalberto/Documents/Downloaded%20Sites/Avant%201.2.2/redteamux.com/avant/icons-glyphicons.html	(from http://redteamux.com/avant/index.php)
02:39:10	42128/42128	U--MC-	200	updated ('OK')	text/html	date:Sat,%2022%20Mar%202014%2008:39:05%20GMT	http://redteamux.com/avant/extras-search.php	C:/Users/Adalberto/Documents/Downloaded%20Sites/Avant%201.2.2/redteamux.com/avant/extras-search.html	(from http://redteamux.com/avant/index.php)
02:39:10	0/-1	---M--	302	error ('')			http://redteamux.com/avant/sidebar-lavender.css	C:/Users/Adalberto/Documents/Downloaded%20Sites/Avant%201.2.2/redteamux.com/avant/sidebar-lavender.12.delayed	(from http://redteamux.com/avant/ui-breadcrumbs.php)
02:39:10	39794/39794	U--MC-	200	updated ('OK')	text/html	date:Sat,%2022%20Mar%202014%2008:39:06%20GMT	http://redteamux.com/avant/extras-invoice.php	C:/Users/Adalberto/Documents/Downloaded%20Sites/Avant%201.2.2/redteamux.com/avant/extras-invoice.html	(from http://redteamux.com/avant/index.php)
02:39:10	2476/2476	U--MC-	200	updated ('OK')	text/html	date:Sat,%2022%20Mar%202014%2008:39:09%20GMT	http://redteamux.com/avant/extras-forgotpassword.php	C:/Users/Adalberto/Documents/Downloaded%20Sites/Avant%201.2.2/redteamux.com/avant/extras-forgotpassword.html	(from http://redteamux.com/avant/index.php)
02:39:10	2701/2701	U--MC-	200	updated ('OK')	text/html	date:Sat,%2022%20Mar%202014%2008:39:09%20GMT	http://redteamux.com/avant/extras-login.php	C:/Users/Adalberto/Documents/Downloaded%20Sites/Avant%201.2.2/redteamux.com/avant/extras-login.html	(from http://redteamux.com/avant/index.php)
02:39:12	21606/21606	U-----	200	untouched ('')	image/png	etag:%2278c0774-5466-4efdb6a33ccd2%22	http://redteamux.com/avant/assets/demo/avatar/johansson.png	C:/Users/Adalberto/Documents/Downloaded%20Sites/Avant%201.2.2/redteamux.com/avant/assets/demo/avatar/johansson.png	(from http://redteamux.com/avant/index.php)
02:39:12	21423/21423	U-----	200	untouched ('')	image/png	etag:%2278c0764-53af-4efdb6a336f11%22	http://redteamux.com/avant/assets/demo/avatar/jackson.png	C:/Users/Adalberto/Documents/Downloaded%20Sites/Avant%201.2.2/redteamux.com/avant/assets/demo/avatar/jackson.png	(from http://redteamux.com/avant/index.php)
02:39:12	0/-1	---M--	302	error ('')			http://redteamux.com/avant/sidebar-lavender.css	C:/Users/Adalberto/Documents/Downloaded%20Sites/Avant%201.2.2/redteamux.com/avant/sidebar-lavender.13.delayed	(from http://redteamux.com/avant/ui-sliders.php)
02:39:12	18358/18358	U-----	200	untouched ('')	image/png	etag:%2278c0767-47b6-4efdb6a3372f9%22	http://redteamux.com/avant/assets/demo/avatar/jobs.png	C:/Users/Adalberto/Documents/Downloaded%20Sites/Avant%201.2.2/redteamux.com/avant/assets/demo/avatar/jobs.png	(from http://redteamux.com/avant/index.php)
02:39:13	22134/22134	U-----	200	untouched ('')	image/png	etag:%2278c076e-5676-4efdb6a33a5c2%22	http://redteamux.com/avant/assets/demo/avatar/aniss.png	C:/Users/Adalberto/Documents/Downloaded%20Sites/Avant%201.2.2/redteamux.com/avant/assets/demo/avatar/aniss.png	(from http://redteamux.com/avant/index.php)
02:39:13	0/0	---MC-	302	error ('Moved%20Temporarily')	text/html	date:Sat,%2022%20Mar%202014%2008:39:12%20GMT	http://redteamux.com/avant/index.htm	C:/Users/Adalberto/Documents/Downloaded%20Sites/Avant%201.2.2/redteamux.com/avant/index-2.html	(from http://redteamux.com/avant/index.php)
02:39:13	36368/36368	U--MC-	200	updated ('OK')	text/html	date:Sat,%2022%20Mar%202014%2008:39:11%20GMT	http://redteamux.com/avant/extras-404.php	C:/Users/Adalberto/Documents/Downloaded%20Sites/Avant%201.2.2/redteamux.com/avant/extras-404.html	(from http://redteamux.com/avant/index.php)
02:39:13	21857/21857	U-----	200	untouched ('')	image/png	etag:%2278c0763-5561-4efdb6a336f11%22	http://redteamux.com/avant/assets/demo/avatar/watson.png	C:/Users/Adalberto/Documents/Downloaded%20Sites/Avant%201.2.2/redteamux.com/avant/assets/demo/avatar/watson.png	(from http://redteamux.com/avant/index.php)
02:39:13	228090/228090	U-----	200	untouched ('')	application/javascript	etag:%2278c0666-37afa-4efdb6a2e814b%22	http://redteamux.com/avant/assets/js/jqueryui-1.10.3.min.js	C:/Users/Adalberto/Documents/Downloaded%20Sites/Avant%201.2.2/redteamux.com/avant/assets/js/jqueryui-1.10.3.min.js	(from http://redteamux.com/avant/index.php)
02:39:13	93099/93099	U-----	200	untouched ('')	application/javascript	etag:%2278c0664-16bab-4efdb6a2e814b%22	http://redteamux.com/avant/assets/js/jquery-1.10.2.min.js	C:/Users/Adalberto/Documents/Downloaded%20Sites/Avant%201.2.2/redteamux.com/avant/assets/js/jquery-1.10.2.min.js	(from http://redteamux.com/avant/index.php)
02:39:13	27726/27726	U-----	200	untouched ('')	application/javascript	etag:%2278c0669-6c4e-4efdb6a2e891b%22	http://redteamux.com/avant/assets/js/bootstrap.min.js	C:/Users/Adalberto/Documents/Downloaded%20Sites/Avant%201.2.2/redteamux.com/avant/assets/js/bootstrap.min.js	(from http://redteamux.com/avant/index.php)
02:39:14	0/-1	---M--	302	error ('')			http://redteamux.com/avant/sidebar-lavender.css	C:/Users/Adalberto/Documents/Downloaded%20Sites/Avant%201.2.2/redteamux.com/avant/sidebar-lavender.14.delayed	(from http://redteamux.com/avant/ui-tabs.php)
02:39:14	3423/3423	U-----	200	untouched ('')	application/javascript	etag:%2278c0665-d5f-4efdb6a2e814b%22	http://redteamux.com/avant/assets/js/enquire.js	C:/Users/Adalberto/Documents/Downloaded%20Sites/Avant%201.2.2/redteamux.com/avant/assets/js/enquire.js	(from http://redteamux.com/avant/index.php)
02:39:14	1165/1165	U-----	200	untouched ('')	application/javascript	etag:%2278c066b-48d-4efdb6a2eb413%22	http://redteamux.com/avant/assets/js/jquery.cookie.js	C:/Users/Adalberto/Documents/Downloaded%20Sites/Avant%201.2.2/redteamux.com/avant/assets/js/jquery.cookie.js	(from http://redteamux.com/avant/index.php)
02:39:14	56878/56878	U-----	200	untouched ('')	application/javascript	etag:%2278c0663-de2e-4efdb6a2e7d63%22	http://redteamux.com/avant/assets/js/jquery.nicescroll.min.js	C:/Users/Adalberto/Documents/Downloaded%20Sites/Avant%201.2.2/redteamux.com/avant/assets/js/jquery.nicescroll.min.js	(from http://redteamux.com/avant/index.php)
02:39:15	13631/13631	U-----	200	untouched ('')	application/javascript	etag:%2278e10b0-353f-4efdb6a41d6bc%22	http://redteamux.com/avant/assets/plugins/codeprettifier/prettify.js	C:/Users/Adalberto/Documents/Downloaded%20Sites/Avant%201.2.2/redteamux.com/avant/assets/plugins/codeprettifier/prettify.js	(from http://redteamux.com/avant/index.php)
02:39:15	0/-1	---M--	302	error ('')			http://redteamux.com/avant/sidebar-lavender.css	C:/Users/Adalberto/Documents/Downloaded%20Sites/Avant%201.2.2/redteamux.com/avant/sidebar-lavender.15.delayed	(from http://redteamux.com/avant/ui-carousel.php)
02:39:15	3673/3673	U-----	200	untouched ('')	application/javascript	etag:%2278c0a4d-e59-4efdb6a3ff256%22	http://redteamux.com/avant/assets/plugins/easypiechart/jquery.easypiechart.min.js	C:/Users/Adalberto/Documents/Downloaded%20Sites/Avant%201.2.2/redteamux.com/avant/assets/plugins/easypiechart/jquery.easypiechart.min.js	(from http://redteamux.com/avant/index.php)
02:39:15	43251/43251	U-----	200	untouched ('')	application/javascript	etag:%2278c0a24-a8f3-4efdb6a3f65b5%22	http://redteamux.com/avant/assets/plugins/sparklines/jquery.sparklines.min.js	C:/Users/Adalberto/Documents/Downloaded%20Sites/Avant%201.2.2/redteamux.com/avant/assets/plugins/sparklines/jquery.sparklines.min.js	(from http://redteamux.com/avant/index.php)
02:39:15	51213/51213	U-----	200	untouched ('')	application/javascript	etag:%2278e2639-c80d-4efdb6a4de4cf%22	http://redteamux.com/avant/assets/plugins/fullcalendar/fullcalendar.min.js	C:/Users/Adalberto/Documents/Downloaded%20Sites/Avant%201.2.2/redteamux.com/avant/assets/plugins/fullcalendar/fullcalendar.min.js	(from http://redteamux.com/avant/index.php)
02:39:15	18419/18419	U-----	200	untouched ('')	application/javascript	etag:%2278c09d9-47f3-4efdb6a3e19a9%22	http://redteamux.com/avant/assets/plugins/form-daterangepicker/daterangepicker.min.js	C:/Users/Adalberto/Documents/Downloaded%20Sites/Avant%201.2.2/redteamux.com/avant/assets/plugins/form-daterangepicker/daterangepicker.min.js	(from http://redteamux.com/avant/index.php)
02:39:15	2742/2742	U-----	200	untouched ('')	application/javascript	etag:%2278e266a-ab6-4efdb6a50136e%22	http://redteamux.com/avant/assets/plugins/form-toggle/toggle.min.js	C:/Users/Adalberto/Documents/Downloaded%20Sites/Avant%201.2.2/redteamux.com/avant/assets/plugins/form-toggle/toggle.min.js	(from http://redteamux.com/avant/index.php)
02:39:16	0/-1	---M--	302	error ('')			http://redteamux.com/avant/sidebar-lavender.css	C:/Users/Adalberto/Documents/Downloaded%20Sites/Avant%201.2.2/redteamux.com/avant/sidebar-lavender.16.delayed	(from http://redteamux.com/avant/ui-wells.php)
